simulation,annualized_sharpe,final_equity,strategy_sharpe,p_value
419,0.5509836018955965,2864201.568216249,0.6788065184942079,0.171
420,0.75253245248808,3710970.583849383,0.6788065184942079,0.171
421,0.5915633942346821,2788488.253203308,0.6788065184942079,0.171
422,0.5781450954835967,2967869.7662145467,0.6788065184942079,0.171
423,0.6375048600889214,3225576.070951174,0.6788065184942079,0.171
424,0.507501900624796,2819745.837015134,0.6788065184942079,0.171
425,0.5945593982666404,3219979.102069267,0.6788065184942079,0.171
426,0.5594671600969541,3104967.197085048,0.6788065184942079,0.171
427,0.5637910122398768,2864737.339681401,0.6788065184942079,0.171
428,0.632244349004377,3257892.650235422,0.6788065184942079,0.171
429,0.6866939643977931,3375673.4139987216,0.6788065184942079,0.171
430,0.6457360262886583,3059655.1132936967,0.6788065184942079,0.171
431,0.5637299380849119,3051264.2228732645,0.6788065184942079,0.171
432,0.5259492290789306,2904939.3676835936,0.6788065184942079,0.171
433,0.6298320317199634,3279405.42375392,0.6788065184942079,0.171
434,0.49338635582005674,2766695.6192224226,0.6788065184942079,0.171
435,0.5163124384987025,2745606.569272661,0.6788065184942079,0.171
436,0.5648388086993176,2911068.567485813,0.6788065184942079,0.171
437,0.7913326945885083,3668407.0631840415,0.6788065184942079,0.171
438,0.6736421630421282,3193611.625432301,0.6788065184942079,0.171
439,0.8213422243766398,3696228.940119502,0.6788065184942079,0.171
440,0.6390680678562434,3429315.6161837033,0.6788065184942079,0.171
441,0.5538131762564648,2884177.3663677736,0.6788065184942079,0.171
442,0.4831930137326759,2556610.9748259303,0.6788065184942079,0.171
443,0.6224240021751668,3372487.754229371,0.6788065184942079,0.171
444,0.4646966265843252,2424907.7235333226,0.6788065184942079,0.171
445,0.6177581676825117,3089377.231438223,0.6788065184942079,0.171
446,0.6438031596458,3127269.9986329554,0.6788065184942079,0.171
447,0.5096046041655304,2834288.0231395783,0.6788065184942079,0.171
448,0.6327526265117596,3368780.5263117733,0.6788065184942079,0.171
449,0.7462592901090944,3580881.5567868412,0.6788065184942079,0.171
450,0.5360573007841971,2976658.1406778335,0.6788065184942079,0.171
451,0.6550615847864317,3362267.2193990154,0.6788065184942079,0.171
452,0.637605704643875,3294809.7445090855,0.6788065184942079,0.171
453,0.5076386410392798,2609296.6189752105,0.6788065184942079,0.171
454,0.6747104115428376,3531501.395566002,0.6788065184942079,0.171
455,0.6912584609909616,3379491.632031259,0.6788065184942079,0.171
456,0.6163216761380155,3284381.760236799,0.6788065184942079,0.171
457,0.6369187059925462,3006714.6085048765,0.6788065184942079,0.171
458,0.5865786211786748,3225813.938158808,0.6788065184942079,0.171
459,0.5613169189430542,2860625.026162318,0.6788065184942079,0.171
460,0.4655481468544887,2649048.253294625,0.6788065184942079,0.171
461,0.4919183406544367,2803016.197001195,0.6788065184942079,0.171
462,0.4246572516767601,2458765.2352021653,0.6788065184942079,0.171
463,0.4443307108726938,2409771.8307373966,0.6788065184942079,0.171
464,0.597533178814261,2887042.1610312257,0.6788065184942079,0.171
465,0.6748647805832901,3719992.202443573,0.6788065184942079,0.171
466,0.6444810153114465,3334553.7630227203,0.6788065184942079,0.171
467,0.5913080740073928,2925286.8058900516,0.6788065184942079,0.171
468,0.47932271507304824,2641604.926516446,0.6788065184942079,0.171
469,0.5453902867651258,3048321.5814823722,0.6788065184942079,0.171
470,0.43770641809616145,2400065.940680211,0.6788065184942079,0.171
471,0.5998504290586995,3098353.9920676034,0.6788065184942079,0.171
472,0.7124542950511833,3514655.96893825,0.6788065184942079,0.171
473,0.5087357658907893,2692709.773815455,0.6788065184942079,0.171
474,0.6103176014039174,3124526.168225525,0.6788065184942079,0.171
475,0.4830444929747494,2693407.8235820704,0.6788065184942079,0.171
476,0.5113423718336091,2634374.3187960386,0.6788065184942079,0.171
477,0.6425766796771301,3218875.5223747604,0.6788065184942079,0.171
478,0.638496010716241,3249387.5135511877,0.6788065184942079,0.171
479,0.594308436034547,3191810.3472104827,0.6788065184942079,0.171
480,0.5276907055664932,2979818.037658439,0.6788065184942079,0.171
481,0.64041265607342,3230137.3485509423,0.6788065184942079,0.171
482,0.6001239201492178,3060123.7202178487,0.6788065184942079,0.171
483,0.6140530642149503,3202990.8456269954,0.6788065184942079,0.171
484,0.6852262147275473,3436163.428983975,0.6788065184942079,0.171
